A B eAA eBB eAB rAA rBB rAB fB logRc W group
L J 1.000000 0.250000 0.900000 1.000000 0.950000 0.975000 0.80 -6.000000 0.546037 2 
L J 1.000000 0.250000 0.850000 1.000000 0.950000 0.975000 0.80 -6.000000 0.552104 2 
L J 1.000000 0.250000 0.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.547019 2 
L J 1.000000 0.250000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.547229 2 
L J 1.000000 0.250000 0.700000 1.000000 0.950000 0.975000 0.80 -6.000000 0.535059 2 
L J 1.000000 0.250000 0.650000 1.000000 0.950000 0.975000 0.80 -6.000000 0.536040 2 
L J 1.000000 0.250000 0.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.524544 2 
L J 1.000000 0.250000 0.550000 1.000000 0.950000 0.975000 0.80 -6.000000 0.519001 2 
L J 1.000000 0.300000 0.950000 1.000000 0.950000 0.975000 0.80 -6.000000 0.544933 2 
L J 1.000000 0.300000 0.900000 1.000000 0.950000 0.975000 0.80 -6.000000 0.545922 2 
L J 1.000000 0.300000 0.850000 1.000000 0.950000 0.975000 0.80 -6.000000 0.536373 2 
L J 1.000000 0.300000 0.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.521904 2 
L J 1.000000 0.300000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.533823 2 
L J 1.000000 0.300000 0.700000 1.000000 0.950000 0.975000 0.80 -6.000000 0.506127 2 
L J 1.000000 0.300000 0.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.512837 2 
L J 1.000000 0.300000 0.550000 1.000000 0.950000 0.975000 0.80 -3.628000 0.514290 2 
L J 1.000000 0.350000 0.950000 1.000000 0.950000 0.975000 0.80 -6.000000 0.530557 2 
L J 1.000000 0.350000 0.900000 1.000000 0.950000 0.975000 0.80 -6.000000 0.530313 2 
L J 1.000000 0.350000 0.850000 1.000000 0.950000 0.975000 0.80 -6.000000 0.521374 2 
L J 1.000000 0.350000 0.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.519872 2 
L J 1.000000 0.350000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.520520 2 
L J 1.000000 0.350000 0.700000 1.000000 0.950000 0.975000 0.80 -4.285000 0.505788 2 
L J 1.000000 0.350000 0.650000 1.000000 0.950000 0.975000 0.80 -6.000000 0.492860 2 
L J 1.000000 0.350000 0.600000 1.000000 0.950000 0.975000 0.80 -4.197000 0.494853 2 
L J 1.000000 0.400000 1.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.534913 2 
L J 1.000000 0.400000 0.850000 1.000000 0.950000 0.975000 0.80 -6.000000 0.521550 2 
L J 1.000000 0.400000 0.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.506877 2 
L J 1.000000 0.400000 0.750000 1.000000 0.950000 0.975000 0.80 -3.636000 0.533292 2 
L J 1.000000 0.400000 0.700000 1.000000 0.950000 0.975000 0.80 -4.229000 0.495623 2 
L J 1.000000 0.400000 0.650000 1.000000 0.950000 0.975000 0.80 -3.572000 0.494772 2 
L J 1.000000 0.400000 0.600000 1.000000 0.950000 0.975000 0.80 -3.588000 0.488299 2 
L J 1.000000 0.450000 0.900000 1.000000 0.950000 0.975000 0.80 -4.197000 0.525684 2 
L J 1.000000 0.450000 0.850000 1.000000 0.950000 0.975000 0.80 -4.253000 0.515152 2 
L J 1.000000 0.450000 0.800000 1.000000 0.950000 0.975000 0.80 -3.564000 0.484349 2 
L J 1.000000 0.450000 0.750000 1.000000 0.950000 0.975000 0.80 -3.515000 0.505694 2 
L J 1.000000 0.450000 0.700000 1.000000 0.950000 0.975000 0.80 -3.323000 0.492601 2 
L J 1.000000 0.450000 0.650000 1.000000 0.950000 0.975000 0.80 -3.155000 0.488772 2 
L J 1.000000 0.500000 0.900000 1.000000 0.950000 0.975000 0.80 -3.964000 0.499822 2 
L J 1.000000 0.500000 0.800000 1.000000 0.950000 0.975000 0.80 -3.564000 0.497013 2 
L J 1.000000 0.500000 0.700000 1.000000 0.950000 0.975000 0.80 -3.403000 0.486946 2 
L J 1.000000 0.600000 1.000000 1.000000 0.950000 0.975000 0.80 -3.548000 0.488927 2 
L J 1.000000 0.700000 1.000000 1.000000 0.950000 0.975000 0.80 -3.002000 0.509059 2 
L J 1.000000 0.700000 0.900000 1.000000 0.950000 0.975000 0.80 -2.449000 0.490630 2 
L J 1.000000 0.700000 0.800000 1.000000 0.950000 0.975000 0.80 -2.377000 0.454921 2 
L J 1.000000 0.800000 1.100000 1.000000 0.950000 0.975000 0.80 -2.738000 0.468233 2 
L J 1.000000 0.800000 1.000000 1.000000 0.950000 0.975000 0.80 -2.714000 0.473256 2 
L J 1.000000 0.800000 0.900000 1.000000 0.950000 0.975000 0.80 -2.802000 0.454211 2 
L J 1.000000 0.800000 0.800000 1.000000 0.950000 0.975000 0.80 -2.425000 0.458841 2 
L J 1.000000 0.900000 0.900000 1.000000 0.950000 0.975000 0.80 -2.177000 0.425851 2 
L J 1.000000 1.000000 1.200000 1.000000 0.950000 0.975000 0.80 -2.225000 0.452535 2 
L J 1.000000 1.000000 1.100000 1.000000 0.950000 0.975000 0.80 -2.425000 0.452433 2 
L J 1.000000 1.000000 1.000000 1.000000 0.950000 0.975000 0.80 -2.425000 0.455626 2 
L J 1.000000 1.000000 0.900000 1.000000 0.950000 0.975000 0.80 -2.457000 0.440730 2 
L J 1.000000 1.000000 0.400000 1.000000 0.950000 0.975000 0.80 -2.281000 0.455604 2 
L J 1.000000 1.000000 0.500000 1.000000 0.950000 0.975000 0.80 -2.201000 0.404166 2 
L J 1.000000 1.000000 0.600000 1.000000 0.950000 0.975000 0.80 -2.329000 0.438997 2 
L J 1.000000 1.000000 0.700000 1.000000 0.950000 0.975000 0.80 -2.233000 0.422807 2 
L J 1.000000 1.000000 0.800000 1.000000 0.950000 0.975000 0.80 -2.409000 0.433901 2 
L J 1.000000 1.000000 1.300000 1.000000 0.950000 0.975000 0.80 -2.618000 0.464109 2 
L J 1.000000 1.000000 1.400000 1.000000 0.950000 0.975000 0.80 -2.385000 0.474543 2 
L J 1.000000 1.000000 1.500000 1.000000 0.950000 0.975000 0.80 -2.481000 0.487876 2 
L J 1.000000 1.000000 1.600000 1.000000 0.950000 0.975000 0.80 -3.556000 0.463533 2 
L J 1.000000 1.000000 1.700000 1.000000 0.950000 0.975000 0.80 -3.540000 0.478743 2 
L J 1.000000 1.000000 1.800000 1.000000 0.950000 0.975000 0.80 -3.475000 0.504790 2 
L J 1.000000 1.000000 1.900000 1.000000 0.950000 0.975000 0.80 -3.804000 0.502479 2 
L J 1.000000 1.000000 2.000000 1.000000 0.950000 0.975000 0.80 -3.604000 0.494608 2 
L J 1.000000 0.900000 0.400000 1.000000 0.950000 0.975000 0.80 -2.385000 0.442614 2 
L J 1.000000 0.900000 0.500000 1.000000 0.950000 0.975000 0.80 -2.113000 0.360823 2 
L J 1.000000 0.900000 0.600000 1.000000 0.950000 0.975000 0.80 -2.497000 0.418264 2 
L J 1.000000 0.900000 0.700000 1.000000 0.950000 0.975000 0.80 -2.481000 0.457761 2 
L J 1.000000 0.900000 0.800000 1.000000 0.950000 0.975000 0.80 -2.409000 0.464182 2 
L J 1.000000 0.900000 1.000000 1.000000 0.950000 0.975000 0.80 -2.497000 0.459864 2 
L J 1.000000 0.900000 1.100000 1.000000 0.950000 0.975000 0.80 -2.473000 0.475283 2 
L J 1.000000 0.900000 1.200000 1.000000 0.950000 0.975000 0.80 -2.714000 0.452457 2 
L J 1.000000 0.900000 1.300000 1.000000 0.950000 0.975000 0.80 -2.834000 0.456612 2 
L J 1.000000 0.900000 1.400000 1.000000 0.950000 0.975000 0.80 -2.714000 0.482308 2 
L J 1.000000 0.900000 1.500000 1.000000 0.950000 0.975000 0.80 -3.083000 0.475557 2 
L J 1.000000 0.900000 1.600000 1.000000 0.950000 0.975000 0.80 -3.684000 0.503246 2 
L J 1.000000 0.900000 1.700000 1.000000 0.950000 0.975000 0.80 -3.235000 0.491243 2 
L J 1.000000 0.900000 1.800000 1.000000 0.950000 0.975000 0.80 -4.197000 0.505494 2 
L J 1.000000 0.900000 1.900000 1.000000 0.950000 0.975000 0.80 -3.652000 0.514749 2 
L J 1.000000 0.800000 0.400000 1.000000 0.950000 0.975000 0.80 -2.521000 0.436470 2 
L J 1.000000 0.800000 0.500000 1.000000 0.950000 0.975000 0.80 -2.505000 0.446792 2 
L J 1.000000 0.800000 0.600000 1.000000 0.950000 0.975000 0.80 -2.393000 0.444766 2 
L J 1.000000 0.800000 0.700000 1.000000 0.950000 0.975000 0.80 -2.529000 0.409122 2 
L J 1.000000 0.800000 1.200000 1.000000 0.950000 0.975000 0.80 -3.203000 0.474597 2 
L J 1.000000 0.800000 1.300000 1.000000 0.950000 0.975000 0.80 -3.187000 0.477363 2 
L J 1.000000 0.800000 1.400000 1.000000 0.950000 0.975000 0.80 -3.203000 0.494127 2 
L J 1.000000 0.800000 1.500000 1.000000 0.950000 0.975000 0.80 -3.548000 0.498591 2 
L J 1.000000 0.800000 1.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.499852 2 
L J 1.000000 0.800000 1.700000 1.000000 0.950000 0.975000 0.80 -6.000000 0.508626 2 
L J 1.000000 0.800000 1.800000 1.000000 0.950000 0.975000 0.80 -4.301000 0.528424 2 
L J 1.000000 0.700000 0.400000 1.000000 0.950000 0.975000 0.80 -2.433000 0.447410 2 
L J 1.000000 0.700000 0.500000 1.000000 0.950000 0.975000 0.80 -2.489000 0.461463 2 
L J 1.000000 0.700000 0.600000 1.000000 0.950000 0.975000 0.80 -2.505000 0.457214 2 
L J 1.000000 0.700000 0.700000 1.000000 0.950000 0.975000 0.80 -2.786000 0.463830 2 
L J 1.000000 0.700000 1.100000 1.000000 0.950000 0.975000 0.80 -3.491000 0.464996 2 
L J 1.000000 0.700000 1.200000 1.000000 0.950000 0.975000 0.80 -3.804000 0.509851 2 
L J 1.000000 0.700000 1.300000 1.000000 0.950000 0.975000 0.80 -3.612000 0.491528 2 
L J 1.000000 0.700000 1.400000 1.000000 0.950000 0.975000 0.80 -6.000000 0.508075 2 
L J 1.000000 0.700000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.517102 2 
L J 1.000000 0.700000 1.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.505195 2 
L J 1.000000 0.700000 1.700000 1.000000 0.950000 0.975000 0.80 -6.000000 0.534121 2 
L J 1.000000 0.600000 0.300000 1.000000 0.950000 0.975000 0.80 -2.602000 0.471220 2 
L J 1.000000 0.600000 0.400000 1.000000 0.950000 0.975000 0.80 -2.289000 0.447545 2 
L J 1.000000 0.600000 0.500000 1.000000 0.950000 0.975000 0.80 -2.594000 0.417820 2 
L J 1.000000 0.600000 0.600000 1.000000 0.950000 0.975000 0.80 -2.882000 0.456835 2 
L J 1.000000 0.600000 0.700000 1.000000 0.950000 0.975000 0.80 -2.842000 0.485189 2 
L J 1.000000 0.600000 0.800000 1.000000 0.950000 0.975000 0.80 -2.786000 0.472540 2 
L J 1.000000 0.600000 0.900000 1.000000 0.950000 0.975000 0.80 -3.099000 0.478566 2 
L J 1.000000 0.600000 1.100000 1.000000 0.950000 0.975000 0.80 -4.301000 0.503800 2 
L J 1.000000 0.600000 1.200000 1.000000 0.950000 0.975000 0.80 -3.620000 0.524198 2 
L J 1.000000 0.600000 1.300000 1.000000 0.950000 0.975000 0.80 -6.000000 0.504392 2 
L J 1.000000 0.600000 1.400000 1.000000 0.950000 0.975000 0.80 -6.000000 0.526033 2 
L J 1.000000 0.600000 1.500000 1.000000 0.950000 0.975000 0.80 -4.277000 0.535707 2 
L J 1.000000 0.600000 1.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.523186 2 
L J 1.000000 0.500000 0.300000 1.000000 0.950000 0.975000 0.80 -2.465000 0.467910 2 
L J 1.000000 0.500000 0.400000 1.000000 0.950000 0.975000 0.80 -2.802000 0.449512 2 
L J 1.000000 0.500000 0.500000 1.000000 0.950000 0.975000 0.80 -2.874000 0.485262 2 
L J 1.000000 0.500000 0.600000 1.000000 0.950000 0.975000 0.80 -2.946000 0.481826 2 
L J 1.000000 0.500000 1.000000 1.000000 0.950000 0.975000 0.80 -4.253000 0.508400 2 
L J 1.000000 0.500000 1.100000 1.000000 0.950000 0.975000 0.80 -6.000000 0.515419 2 
L J 1.000000 0.500000 1.200000 1.000000 0.950000 0.975000 0.80 -6.000000 0.515181 2 
L J 1.000000 0.500000 1.300000 1.000000 0.950000 0.975000 0.80 -6.000000 0.514926 2 
L J 1.000000 0.500000 1.400000 1.000000 0.950000 0.975000 0.80 -6.000000 0.533870 2 
L J 1.000000 0.500000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.523325 2 
L J 1.000000 0.400000 0.300000 1.000000 0.950000 0.975000 0.80 -3.026000 0.471825 2 
L J 1.000000 0.400000 0.400000 1.000000 0.950000 0.975000 0.80 -2.810000 0.472776 2 
L J 1.000000 0.400000 0.500000 1.000000 0.950000 0.975000 0.80 -2.778000 0.483670 2 
L J 1.000000 0.400000 0.900000 1.000000 0.950000 0.975000 0.80 -6.000000 0.523599 2 
L J 1.000000 0.400000 1.100000 1.000000 0.950000 0.975000 0.80 -6.000000 0.544014 2 
L J 1.000000 0.400000 1.200000 1.000000 0.950000 0.975000 0.80 -6.000000 0.538956 2 
L J 1.000000 0.400000 1.300000 1.000000 0.950000 0.975000 0.80 -6.000000 0.544635 2 
L J 1.000000 0.400000 1.400000 1.000000 0.950000 0.975000 0.80 -6.000000 0.542133 2 
L J 1.000000 0.300000 0.300000 1.000000 0.950000 0.975000 0.80 -2.738000 0.498534 2 
L J 1.000000 0.300000 0.400000 1.000000 0.950000 0.975000 0.80 -3.131000 0.511039 2 
L J 1.000000 0.300000 0.500000 1.000000 0.950000 0.975000 0.80 -3.604000 0.503893 2 
L J 1.000000 0.300000 1.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.549505 2 
L J 1.000000 0.300000 1.100000 1.000000 0.950000 0.975000 0.80 -6.000000 0.536479 2 
L J 1.000000 0.300000 1.200000 1.000000 0.950000 0.975000 0.80 -6.000000 0.543536 2 
L J 1.000000 0.300000 1.300000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569316 2 
L J 1.000000 0.200000 0.300000 1.000000 0.950000 0.975000 0.80 -3.179000 0.515210 2 
L J 1.000000 0.200000 0.400000 1.000000 0.950000 0.975000 0.80 -3.564000 0.516857 2 
L J 1.000000 0.200000 0.900000 1.000000 0.950000 0.975000 0.80 -6.000000 0.557729 2 
L J 1.000000 0.200000 1.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.567528 2 
L J 1.000000 0.200000 1.100000 1.000000 0.950000 0.975000 0.80 -6.000000 0.581678 2 
L J 1.000000 0.200000 1.200000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569097 2 
L J 1.000000 1.000000 2.250000 1.000000 0.950000 0.975000 0.80 -4.269000 0.519867 2 
L J 1.000000 1.000000 2.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.532511 2 
L J 1.000000 1.000000 3.000000 1.000000 0.950000 0.975000 0.80 -4.293000 0.532396 2 
L J 1.000000 1.000000 3.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.570441 2 
L J 1.000000 1.000000 4.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.562459 2 
L J 1.000000 1.000000 4.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.567812 2 
L J 1.000000 1.000000 5.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.567671 2 
L J 1.000000 0.800000 2.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.532262 2 
L J 1.000000 0.800000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.525921 2 
L J 1.000000 0.800000 2.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.555565 2 
L J 1.000000 0.800000 3.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.572305 2 
L J 1.000000 0.800000 3.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.568938 2 
L J 1.000000 0.800000 4.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.582717 2 
L J 1.000000 0.800000 4.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.579056 2 
L J 1.000000 0.600000 1.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.542612 2 
L J 1.000000 0.600000 2.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.547330 2 
L J 1.000000 0.600000 2.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.565702 2 
L J 1.000000 0.600000 3.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.564547 2 
L J 1.000000 0.600000 3.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.570734 2 
L J 1.000000 0.600000 4.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.577385 2 
L J 1.000000 0.400000 1.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.556559 2 
L J 1.000000 0.400000 1.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.568493 2 
L J 1.000000 0.400000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.566423 2 
L J 1.000000 0.400000 2.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.570928 2 
L J 1.000000 0.400000 3.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.592256 2 
L J 1.000000 0.400000 3.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.579259 2 
L J 1.000000 0.300000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.557118 2 
L J 1.000000 0.300000 1.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.579376 2 
L J 1.000000 0.300000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.586206 2 
L J 1.000000 0.300000 2.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.598487 2 
L J 1.000000 0.300000 3.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.582642 2 
L J 1.000000 0.200000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.594443 2 
L J 1.000000 0.200000 1.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.564970 2 
L J 1.000000 0.200000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.592769 2 
L J 1.000000 0.200000 2.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.586321 2 
L J 1.000000 0.200000 3.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.586283 2 
L J 1.000000 0.100000 0.300000 1.000000 0.950000 0.975000 0.80 -3.315000 0.502368 2 
L J 1.000000 0.100000 0.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.559598 2 
L J 1.000000 0.100000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569730 2 
L J 1.000000 0.100000 1.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.563592 2 
L J 1.000000 0.100000 1.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.568192 2 
L J 1.000000 0.100000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.584493 2 
L J 1.000000 0.100000 1.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.587815 2 
L J 1.000000 0.100000 2.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569044 2 
L J 1.000000 0.100000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.574345 2 
L J 1.000000 0.100000 2.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.577901 2 
L J 1.000000 0.100000 2.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569238 2 
L J 1.000000 0.050000 0.300000 1.000000 0.950000 0.975000 0.80 -3.507000 0.528980 2 
L J 1.000000 0.050000 0.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.573213 2 
L J 1.000000 0.050000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.571912 2 
L J 1.000000 0.050000 1.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.575773 2 
L J 1.000000 0.050000 1.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.574800 2 
L J 1.000000 0.050000 1.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.557351 2 
L J 1.000000 0.050000 1.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.567464 2 
L J 1.000000 0.050000 2.000000 1.000000 0.950000 0.975000 0.80 -6.000000 0.565000 2 
L J 1.000000 0.050000 2.250000 1.000000 0.950000 0.975000 0.80 -6.000000 0.569481 2 
L J 1.000000 0.050000 2.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.549847 2 
L J 1.000000 0.200000 0.800000 1.000000 0.950000 0.975000 0.90 -6.000000 0.519524 2 
L J 1.000000 0.200000 0.750000 1.000000 0.950000 0.975000 0.90 -6.000000 0.528023 2 
L J 1.000000 0.200000 0.700000 1.000000 0.950000 0.975000 0.90 -6.000000 0.528544 2 
L J 1.000000 0.200000 0.650000 1.000000 0.950000 0.975000 0.90 -6.000000 0.516586 2 
L J 1.000000 0.200000 0.600000 1.000000 0.950000 0.975000 0.90 -6.000000 0.511595 2 
L J 1.000000 0.200000 0.500000 1.000000 0.950000 0.975000 0.90 -6.000000 0.508283 2 
L J 1.000000 0.250000 0.900000 1.000000 0.950000 0.975000 0.90 -6.000000 0.524254 2 
L J 1.000000 0.250000 0.850000 1.000000 0.950000 0.975000 0.90 -6.000000 0.519018 2 
L J 1.000000 0.250000 0.800000 1.000000 0.950000 0.975000 0.90 -6.000000 0.517689 2 
L J 1.000000 0.250000 0.750000 1.000000 0.950000 0.975000 0.90 -6.000000 0.524362 2 
L J 1.000000 0.250000 0.700000 1.000000 0.950000 0.975000 0.90 -6.000000 0.500849 2 
L J 1.000000 0.250000 0.650000 1.000000 0.950000 0.975000 0.90 -6.000000 0.518492 2 
L J 1.000000 0.250000 0.600000 1.000000 0.950000 0.975000 0.90 -4.277000 0.497429 2 
L J 1.000000 0.250000 0.550000 1.000000 0.950000 0.975000 0.90 -3.467000 0.517217 2 
L J 1.000000 0.300000 0.950000 1.000000 0.950000 0.975000 0.90 -6.000000 0.512493 2 
L J 1.000000 0.300000 0.900000 1.000000 0.950000 0.975000 0.90 -6.000000 0.509647 2 
L J 1.000000 0.300000 0.850000 1.000000 0.950000 0.975000 0.90 -6.000000 0.503916 2 
L J 1.000000 0.300000 0.800000 1.000000 0.950000 0.975000 0.90 -6.000000 0.527117 2 
L J 1.000000 0.300000 0.750000 1.000000 0.950000 0.975000 0.90 -6.000000 0.506468 2 
L J 1.000000 0.300000 0.700000 1.000000 0.950000 0.975000 0.90 -4.245000 0.508899 2 
L J 1.000000 0.300000 0.600000 1.000000 0.950000 0.975000 0.90 -3.572000 0.465530 2 
L J 1.000000 0.300000 0.550000 1.000000 0.950000 0.975000 0.90 -3.267000 0.513336 2 
L J 1.000000 0.350000 0.950000 1.000000 0.950000 0.975000 0.90 -6.000000 0.505758 2 
L J 1.000000 0.350000 0.900000 1.000000 0.950000 0.975000 0.90 -6.000000 0.512019 2 
L J 1.000000 0.350000 0.850000 1.000000 0.950000 0.975000 0.90 -4.205000 0.511964 2 
L J 1.000000 0.350000 0.800000 1.000000 0.950000 0.975000 0.90 -3.940000 0.507535 2 
L J 1.000000 0.350000 0.750000 1.000000 0.950000 0.975000 0.90 -3.483000 0.501580 2 
L J 1.000000 0.350000 0.700000 1.000000 0.950000 0.975000 0.90 -3.531000 0.503115 2 
L J 1.000000 0.350000 0.650000 1.000000 0.950000 0.975000 0.90 -3.612000 0.486343 2 
L J 1.000000 0.350000 0.600000 1.000000 0.950000 0.975000 0.90 -3.531000 0.474473 2 
L J 1.000000 0.400000 1.000000 1.000000 0.950000 0.975000 0.90 -4.245000 0.516410 2 
L J 1.000000 0.400000 0.850000 1.000000 0.950000 0.975000 0.90 -3.548000 0.492112 2 
L J 1.000000 0.400000 0.800000 1.000000 0.950000 0.975000 0.90 -3.443000 0.506567 2 
L J 1.000000 0.400000 0.750000 1.000000 0.950000 0.975000 0.90 -3.708000 0.495637 2 
L J 1.000000 0.400000 0.700000 1.000000 0.950000 0.975000 0.90 -3.179000 0.498400 2 
L J 1.000000 0.400000 0.650000 1.000000 0.950000 0.975000 0.90 -3.018000 0.477101 2 
L J 1.000000 0.400000 0.600000 1.000000 0.950000 0.975000 0.90 -3.010000 0.473987 2 
L J 1.000000 0.450000 0.900000 1.000000 0.950000 0.975000 0.90 -3.515000 0.510142 2 
L J 1.000000 0.450000 0.850000 1.000000 0.950000 0.975000 0.90 -3.475000 0.503579 2 
L J 1.000000 0.450000 0.800000 1.000000 0.950000 0.975000 0.90 -3.010000 0.487985 2 
L J 1.000000 0.450000 0.750000 1.000000 0.950000 0.975000 0.90 -3.067000 0.462203 2 
L J 1.000000 0.450000 0.700000 1.000000 0.950000 0.975000 0.90 -2.714000 0.482127 2 
L J 1.000000 0.450000 0.650000 1.000000 0.950000 0.975000 0.90 -2.762000 0.485424 2 
L J 1.000000 0.500000 0.900000 1.000000 0.950000 0.975000 0.90 -3.459000 0.483299 2 
L J 1.000000 0.500000 0.800000 1.000000 0.950000 0.975000 0.90 -2.818000 0.494250 2 
L J 1.000000 0.500000 0.700000 1.000000 0.950000 0.975000 0.90 -2.882000 0.467689 2 
L J 1.000000 0.600000 1.000000 1.000000 0.950000 0.975000 0.90 -2.722000 0.502481 2 
L J 1.000000 0.700000 1.000000 1.000000 0.950000 0.975000 0.90 -2.714000 0.469388 2 
L J 1.000000 0.700000 0.900000 1.000000 0.950000 0.975000 0.90 -2.505000 0.402650 2 
L J 1.000000 0.700000 0.800000 1.000000 0.950000 0.975000 0.90 -2.313000 0.471602 2 
L J 1.000000 0.800000 1.100000 1.000000 0.950000 0.975000 0.90 -2.521000 0.470578 2 
L J 1.000000 0.800000 1.000000 1.000000 0.950000 0.975000 0.90 -2.353000 0.486159 2 
L J 1.000000 0.800000 0.900000 1.000000 0.950000 0.975000 0.90 -2.489000 0.439089 2 
